"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","S%","TG","TP1","TP","TP/GP","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"MHL","Matvei Andreyev","DY+1","54463/matvei-andreyev","F","2022","42","0.2143","0.0000","0.2381","5","4","0","9","0","0","4","0","1","0","0","0","0.00","0","0.00","42","14.29","6","10","14","0.3333","55.56","18","16","52.94","- 3.26","77","60","13.28","1.0754","2003-02-17","19.58","19.87","78","ALM","6'01","L","2021","-","-","-",""
"MHL","Marat Khaidarov","DY+2","54588/marat-khaidarov","F","2022","21","0.1429","0.0952","0.2381","1","2","1","3","0","2","0","2","0","0","0","0","0.00","0","0.00","26","3.85","1","5","6","0.2857","20.00","7","9","43.75","- 27.92","43","17","12.96","1.1021","2002-05-07","20.36","20.65","18","TUFA","5'09","L","2020","-","-","-",""
"MHL","Matvei Bryntsev","DY","54670/matvei-bryntsev","F","2022","21","0.1429","0.0952","0.2381","2","1","2","3","1","1","1","2","0","0","0","0","0.00","0","0.00","20","15.00","3","5","8","0.3810","60.00","4","11","26.67","- 23.33","38","38","10.74","1.3305","2004-07-22","18.15","18.44","41","AKM","5'09","L","2022","-","-","-",""
"Sweden U20","Tim Bergstrom","DY","55040/tim-bergstrom","F","2022","42","0.2143","0.0000","0.2381","7","2","2","9","0","0","0","0","1","0","0","0","0.00","0","0.00","0","0.00","8","10","12","0.2857","77.78","19","22","46.34","- 9.99","89","69","13.51","1.0573","2004-06-11","18.26","18.56","38","MODO","6'03","L","2022","-","-","-",""
"Sweden U20","Rasmus Perlman","DY+1","55111/rasmus-perlman","F","2022","21","0.1905","0.0476","0.2381","1","3","0","4","1","0","0","1","0","0","0","0","0.00","0","0.00","0","0.00","2","5","5","0.2381","40.00","6","13","31.58","- 6.35","33","54","12.98","1.1010","2003-02-02","19.62","19.91","15","MIF","6'02","R","2021","-","-","-",""
"Slovakia U20","Marek Lalik","DY+1","55725/marek-lalik","F","2022","42","0.2381","0.0000","0.2381","3","7","4","10","0","0","0","0","0","0","0","0","0.00","0","0.00","58","5.17","3","10","14","0.3333","30.00","20","32","38.46","5.58","49","100","10.25","1.3932","2002-12-11","19.76","20.06","17","ZVA","UNKNOWN","L","2021","-","-","-",""
"AHL","Matt Filipe","DY+6","38631/matt-filipe","F","2022","59","0.2034","0.0169","0.2373","6","6","3","12","1","0","0","1","0","1","0","0","0.00","0","0.00","81","8.64","7","14","17","0.2881","53.85","20","19","51.28","2.12","88","91","12.22","1.1651","1997-12-31","24.71","25.00","17","PRO","6'02","L","2016","CAR (2016) - #67","CAR","BOS",""
"USHL","Blake Dangos","DY+2","55307/blake-dangos","D","2022","59","0.1695","0.0678","0.2373","2","8","6","10","0","4","3","4","0","0","0","0","0.00","0","0.00","87","2.30","2","14","23","0.3898","14.29","65","52","55.56","8.83","100","114","19.34","0.7360","2002-04-08","20.44","20.73","3","MAD","5'10","L","2020","-","-","-",""
"AHL","Jan Drozg","DY+5","41300/jan-drozg","F","2022","38","0.2105","0.0263","0.2368","4","4","2","8","0","1","0","1","0","0","0","0","0.00","0","0.00","37","10.81","4","9","11","0.2895","44.44","14","22","38.89","- 3.87","62","83","11.90","1.1941","1999-04-01","23.46","23.75","14","WBS/GR","6'02","R","2017","PIT (2017) - #152","PIT","PIT",""
"WHL","Neithan Salame","DY+3","44254/neithan-salame","D","2022","38","0.2105","0.0263","0.2368","3","5","3","8","0","1","2","1","0","0","0","0","0.00","0","0.00","61","4.92","3","9","14","0.3684","33.33","29","38","43.28","- 1.49","60","74","17.28","0.8224","2001-01-01","21.71","22.00","10","REG/BDN","6'01","L","2019","-","-","-",""
"MHL","Yuri Salov","DY+3","45012/yuri-salov","D","2022","38","0.1842","0.0526","0.2368","4","3","4","7","1","1","3","2","0","0","0","0","0.00","0","0.00","105","4.76","5","9","16","0.4211","55.56","27","25","51.92","3.74","53","57","21.22","0.6697","2001-07-11","21.18","21.47","90","YEK","6'01","L","2019","-","-","-",""
"NCAA","Tyler Kleven","DY+2","45347/tyler-kleven","D","2022","38","0.2368","0.0000","0.2368","7","2","0","9","0","0","1","0","0","0","0","0","0.00","0","0.00","80","8.75","7","9","10","0.2632","77.78","0","0","0.00","0.00","0","0","0.00","0.0000","2002-01-10","20.68","20.98","","NDK","6'04","L","2020","OTT (2020) - #44","OTT","OTT",""
"Liiga","Juuso Ikonen","DY+9","32435/juuso-ikonen","F","2022","55","0.1455","0.0909","0.2364","4","4","1","8","3","2","1","5","0","0","0","0","0.00","0","0.00","73","9.59","7","13","15","0.2727","53.85","17","30","36.17","- 21.95","93","67","15.43","0.9194","1995-01-03","27.70","27.99","61","HPK","5'10","R","2013","-","-","-",""
"AHL","Tory Dello","DY+7","36933/tory-dello","D","2022","55","0.2000","0.0000","0.2364","5","6","5","11","0","0","0","0","0","2","0","0","0.00","0","0.00","67","7.46","5","13","18","0.3273","45.45","56","35","61.54","14.94","89","102","18.99","0.7468","1997-02-14","25.59","25.88","5","LAV","6'00","R","2015","-","-","-",""
"WHL","Tom Cadieux","DY+2","45688/tom-cadieux","F","2022","55","0.1455","0.0909","0.2364","1","7","2","8","3","2","2","5","0","0","0","0","0.00","0","0.00","89","4.49","4","13","17","0.3091","30.77","30","53","36.14","- 8.55","80","99","14.54","0.9751","2002-09-11","20.01","20.31","4","REG/VAN","6'01","R","2020","-","-","-",""
"MHL","Danil Gololobov","DY+1","46986/danil-gololobov","D","2022","55","0.2000","0.0364","0.2364","5","6","10","11","2","0","7","2","0","0","0","0","0.00","0","0.00","114","6.14","7","13","30","0.5455","53.85","62","19","76.54","10.26","114","58","20.64","0.6870","2002-10-11","19.93","20.22","55","MAG","6'00","R","2021","-","-","-",""
"WHL","Maximus Wanner","DY+1","47425/max-wanner","D","2022","55","0.1455","0.0909","0.2364","4","4","9","8","2","3","0","5","0","0","1","0","0.00","0","0.00","93","6.45","6","13","23","0.4182","46.15","38","40","48.72","- 11.06","110","74","16.81","0.8436","2003-03-12","19.51","19.80","16","MJ","6'03","R","2021","EDM (2021) - #212","EDM","EDM",""
"Liiga","Charles Bertrand","DY+13","24616/charles-bertrand","F","2022","51","0.2157","0.0196","0.2353","6","5","3","11","0","1","0","1","0","0","0","0","0.00","0","0.00","102","5.88","6","12","15","0.2941","50.00","21","15","58.33","- 3.52","107","66","12.92","1.0924","1991-02-05","31.61","31.91","9","TAP","6'01","R","2009","-","-","-",""
"SHL","Mats Rosseli Olsen","DY+13","25206/mats-rosseli-olsen","F","2022","51","0.1765","0.0000","0.2353","3","6","2","9","0","0","0","0","1","2","0","63","4.76","0","0.00","68","5.88","4","12","14","0.2745","33.33","22","20","52.38","2.38","81","81","14.92","0.9464","1991-04-29","31.38","31.67","51","FRO","5'11","L","2009","-","-","-",""
"SHL","Andrew Calof","DY+13","25275/andrew-calof","F","2022","34","0.2353","0.0000","0.2353","5","3","3","8","0","0","2","0","0","0","0","45","11.11","8","0.00","53","9.43","5","8","13","0.3824","62.50","15","14","51.72","4.36","54","60","13.52","1.0445","1991-05-09","31.35","31.64","91","VAX","5'10","R","2009","-","-","-",""
"Allsvenskan","Jesper Kokkonen","DY+11","28814/jesper-kokkonen","F","2022","51","0.2157","0.0196","0.2353","8","3","2","11","0","1","0","1","0","0","0","77","10.39","5","0.00","84","9.52","8","12","14","0.2745","66.67","22","19","53.66","- 10.95","115","63","11.43","1.2348","1993-02-26","29.55","29.85","88","HV71","6'03","L","2011","-","-","-",""
"SHL","Tyler Kelleher","DY+9","32421/tyler-kelleher","F","2022","34","0.2059","0.0294","0.2353","4","3","2","7","0","1","0","1","0","0","0","24","16.67","3","0.00","27","14.81","4","8","10","0.2941","50.00","13","10","56.52","1.68","68","56","11.08","1.2738","1995-01-02","27.70","28.00","29","RBK","5'06","R","2013","-","-","-",""
"Allsvenskan","Emil Aronsson","DY+8","34225/emil-aronsson","F","2022","51","0.1765","0.0000","0.2353","4","5","3","9","0","0","0","0","2","1","0","47","8.51","2","0.00","55","10.91","6","12","15","0.2941","44.44","27","24","52.94","15.58","65","109","16.32","0.8652","1995-10-08","26.94","27.23","81","SSK","6'00","L","2014","-","-","-",""
"AHL","Ryan McGregor","DY+5","40852/ryan-mcgregor","F","2022","17","0.2353","0.0000","0.2353","1","3","1","4","0","0","0","0","0","0","0","0","0.00","0","0.00","16","6.25","1","4","5","0.2941","25.00","6","9","40.00","- 1.38","24","34","13.01","1.0851","1999-01-29","23.63","23.92","16","TUC","6'00","L","2017","TOR (2017) - #172","TOR","ARI",""
"Liiga","Eero Teravainen","DY+5","41131/eero-teravainen","D","2022","51","0.1765","0.0588","0.2353","1","8","4","9","1","2","3","3","0","0","0","0","0.00","0","0.00","70","2.86","2","12","19","0.3725","16.67","31","23","57.41","- 2.12","75","51","18.01","0.7837","1999-03-08","23.52","23.81","24","HIFK/KOO","5'10","L","2017","-","-","-",""
"Allsvenskan","William Wia","DY+5","41380/william-wia","F","2022","51","0.1961","0.0000","0.2353","9","1","2","10","0","0","0","0","2","0","0","60","15.00","3","0.00","69","15.94","11","12","14","0.2745","90.00","25","13","65.79","16.07","89","90","14.65","0.9637","1999-04-10","23.43","23.73","8","VAS","5'11","L","2017","-","-","-",""
"AHL","Dmitri Samorukov","DY+5","41808/dmitri-samorukov","D","2022","51","0.2157","0.0000","0.2353","3","8","6","11","0","0","0","0","0","1","0","0","0.00","0","0.00","101","2.97","3","12","18","0.3529","27.27","47","35","57.32","1.43","76","60","21.24","0.6646","1999-06-16","23.25","23.54","44","BAK","6'02","L","2017","EDM (2017) - #84","EDM","EDM",""
"SHL","Nils Aman","DY+4","42835/nils-aman","F","2022","51","0.2353","0.0000","0.2353","6","6","2","12","0","0","0","0","0","0","0","48","12.50","2","0.00","50","12.00","6","12","14","0.2745","50.00","24","19","55.81","8.06","85","93","13.68","1.0317","2000-02-07","22.61","22.90","66","LIF","6'02","L","2018","COL (2020) - #167","COL","COL",""
"NCAA","Aidan Fulp","DY+4","42976/aidan-fulp","D","2022","34","0.1176","0.1176","0.2353","2","2","4","4","0","4","1","4","0","0","0","0","0.00","0","0.00","48","4.17","2","8","13","0.3824","25.00","0","0","0.00","0.00","0","0","0.00","0.0000","2000-02-29","22.54","22.84","","WMU","6'03","R","2018","-","-","-",""
"QMJHL","Charlie DesRoches","DY+2","45539/charlie-desroches","D","2022","68","0.1912","0.0294","0.2353","8","5","7","13","1","1","1","2","1","0","0","0","0.00","0","0.00","106","9.43","10","16","24","0.3529","60.00","77","47","62.10","- 0.10","153","93","19.97","0.7070","2002-04-24","20.39","20.69","58","SNB","5'10","R","2020","-","-","-",""
"Allsvenskan","Alexander Ljungkrantz","DY+2","46288/alexander-ljungkrantz","F","2022","34","0.2059","0.0000","0.2353","4","3","1","7","0","0","1","0","1","0","0","27","14.81","3","0.00","32","15.63","5","8","10","0.2941","57.14","12","23","34.29","- 16.53","62","60","11.37","1.2420","2002-02-27","20.55","20.84","89","VIT","6'01","L","2020","NYI (2020) - #90","NYI","NYI",""
"NCAA","Wyatt Kaiser","DY+2","46445/wyatt-kaiser","D","2022","34","0.1765","0.0588","0.2353","2","4","3","6","0","2","8","2","0","0","0","0","0.00","0","0.00","51","3.92","2","8","19","0.5588","25.00","0","0","0.00","0.00","0","0","0.00","0.0000","2002-07-31","20.13","20.42","","MND","6'00","L","2020","CHI (2020) - #81","CHI","CHI",""
"MHL","Artur Gimaletdinov","DY+2","46866/artur-gimaletdinov","F","2022","34","0.1765","0.0588","0.2353","5","1","2","6","1","1","1","2","0","0","0","0","0.00","0","0.00","36","16.67","6","8","11","0.3235","75.00","15","17","46.88","- 1.13","48","52","12.68","1.1136","2002-01-21","20.65","20.94","85","SA/AKM","5'09","L","2020","-","-","-",""
"WHL","Braeden Lewis","DY+1","47662/braeden-lewis","F","2022","34","0.1765","0.0588","0.2353","1","5","1","6","0","2","2","2","0","0","0","0","0.00","0","0.00","39","2.56","1","8","11","0.3235","12.50","12","17","41.38","- 5.29","56","64","11.69","1.2079","2003-05-21","19.32","19.61","20","SC","5'11","L","2021","-","-","-",""
"WHL","Chase Pauls","DY","47664/chase-pauls","D","2022","68","0.1912","0.0294","0.2353","6","7","4","13","2","0","1","2","0","1","1","0","0.00","0","0.00","86","9.30","8","16","22","0.3235","53.33","53","59","47.32","1.43","95","112","17.40","0.8114","2003-10-07","18.94","19.23","3","LET","6'04","R","2022","-","-","-",""
"Sweden U20","Edwin Haynes","DY+1","55047/edwin-haynes","F","2022","34","0.2059","0.0294","0.2353","4","3","2","7","0","1","0","1","0","0","0","0","0.00","0","0.00","0","0.00","4","8","10","0.2941","50.00","13","16","44.83","- 12.15","98","74","11.36","1.2430","2003-04-15","19.42","19.71","44","FRO","6'00","L","2021","-","-","-",""
"Sweden U20","Frans Haara","DY","55069/frans-haara","D","2022","17","0.1176","0.1176","0.2353","2","0","1","2","1","1","2","2","0","0","0","0","0.00","0","0.00","0","0.00","3","4","7","0.4118","75.00","10","9","52.63","3.38","33","34","16.41","0.8602","2004-03-12","18.51","18.80","34","SKE","6'00","R","2022","-","-","-",""
"USDP","Kai Janviriya","DY-1","55377/kai-janviriya","D","2022","17","0.1176","0.0588","0.2353","1","1","2","2","0","1","1","1","1","0","0","0","0.00","0","0.00","9","22.22","2","4","7","0.4118","33.33","0","0","0.00","0.00","0","0","","","2005-04-02","17.45","17.75","48","USA","5'06","R","2023","-","-","-",""
"USDP","Paul Fischer","DY-1","55397/paul-fischer","D","2022","17","0.1765","0.0588","0.2353","1","2","5","3","1","0","0","1","0","0","0","0","0.00","0","0.00","17","11.76","2","4","9","0.5294","50.00","0","0","0.00","0.00","0","0","","","2005-01-30","17.63","17.92","56","USA","6'00","L","2023","-","-","-",""
"USDP","Zeev Buium","DY-2","55428/zeev-buium","D","2022","17","0.1176","0.1176","0.2353","1","1","2","2","1","1","2","2","0","0","0","0","0.00","0","0.00","15","13.33","2","4","8","0.4706","50.00","0","0","0.00","0.00","0","0","","","2005-12-07","16.77","17.07","40","USA","5'11","L","2024","-","-","-",""
"Slovakia U20","Matus Simik","DY+1","55722/matus-simik","F","2022","17","0.2353","0.0000","0.2353","1","3","1","4","0","0","0","0","0","0","0","0","0.00","0","0.00","15","6.67","1","4","5","0.2941","25.00","7","5","58.33","10.79","29","32","9.46","1.4923","2003-02-26","19.55","19.85","91","SBA","5'10","-","2021","-","-","-",""
"NCAA","Dylan Lugris","DY+3","56644/dylan-lugris","F","2022","17","0.1765","0.0588","0.2353","3","0","1","3","1","0","0","1","0","0","0","0","0.00","0","0.00","13","30.77","4","4","5","0.2941","100.00","0","0","0.00","0.00","0","0","0.00","0.0000","2001-06-23","21.23","21.52","","PSU","6'02","R","2019","-","-","-",""
"AHL","Serron Noel","DY+4","43839/serron-noel","F","2022","64","0.2188","0.0156","0.2344","5","9","5","14","0","1","0","1","0","0","0","0","0.00","0","0.00","66","7.58","5","15","20","0.3125","33.33","30","34","46.88","- 7.79","123","102","12.46","1.1282","2000-08-08","22.10","22.40","28","CHA","6'05","R","2018","FLA (2018) - #34","FLA","FLA",""
"WHL","Majid Kaddoura","DY+3","44941/majid-kaddoura","D","2022","64","0.2188","0.0156","0.2344","6","8","8","14","0","1","1","1","0","0","0","0","0.00","0","0.00","110","5.45","6","15","24","0.3750","40.00","59","52","53.15","1.49","109","102","17.84","0.7881","2001-06-20","21.24","21.53","12","MJ/PG","6'03","L","2019","-","-","-",""
"MHL","Nikita Nekrasov","DY+1","47200/nikita-nekrasov","D","2022","64","0.1563","0.0781","0.2344","0","10","5","10","1","4","2","5","0","0","0","0","0.00","0","0.00","154","0.65","1","15","22","0.3438","6.67","42","45","48.28","7.06","68","97","20.40","0.6895","2003-05-10","19.35","19.64","72","MHK-AM","5'10","L","2021","-","-","-",""
"MHL","Yegor Samoilov","DY+1","50593/yegor-samoilov","F","2022","64","0.1719","0.0000","0.2344","5","6","1","11","0","0","0","0","1","3","2","0","0.00","0","0.00","98","6.12","6","15","18","0.2813","45.45","19","37","33.93","- 7.87","79","110","15.19","0.9257","2003-05-30","19.29","19.58","34","KS","5'09","L","2021","-","-","-",""
"OHL","Dylan Roobroeck","DY","52112/dylan-roobroeck","F","2022","64","0.1719","0.0469","0.2344","5","6","5","11","2","1","0","3","1","0","0","0","0.00","0","0.00","90","8.89","8","15","20","0.3125","50.00","26","49","34.67","- 6.69","122","173","13.30","1.0572","2004-07-27","18.13","18.43","20","NIAG","6'07","L","2022","-","-","-",""
"Allsvenskan","Kevin Wennstrom","DY+4","42660/kevin-wennstrom","F","2022","47","0.2340","0.0000","0.2340","8","3","5","11","0","0","0","0","0","0","0","66","12.12","1","0.00","70","11.43","8","11","16","0.3404","72.73","22","18","55.00","- 0.28","89","72","14.13","0.9936","2000-01-13","22.67","22.97","18","KRI","5'11","L","2018","-","-","-",""
"AHL","Kaedan Korczak","DY+3","44381/kaedan-korczak","D","2022","47","0.1915","0.0426","0.2340","1","8","3","9","1","1","0","2","0","0","0","0","0.00","0","0.00","55","3.64","2","11","14","0.2979","18.18","38","39","49.35","- 4.75","66","56","20.03","0.7011","2001-01-29","21.63","21.92","6","HSK","6'04","R","2019","VGK (2019) - #41","VGK","VGK",""
"Sweden U20","Alex Korpela","DY+2","47475/alex-korpela","F","2022","47","0.1702","0.0638","0.2340","5","3","3","8","3","0","1","3","0","0","0","0","0.00","0","0.00","0","0.00","8","11","15","0.3191","72.73","29","65","30.85","- 0.26","56","124","16.29","0.8623","2002-06-02","20.29","20.58","47","KAR","6'00","R","2020","-","-","-",""
"Sweden U20","Viktor Hurtig","DY+2","47507/viktor-hurtig","D","2022","47","0.1489","0.0851","0.2340","3","4","3","7","3","1","3","4","0","0","0","0","0.00","0","0.00","0","0.00","6","11","17","0.3617","54.55","32","39","45.07","- 8.13","83","73","18.99","0.7393","2002-04-28","20.38","20.68","55","VAX/MIK","6'06","R","2020","NJD (2021) - #164","NJD","NJD",""
"Sweden U20","Edvin Robertsson","DY+1","50493/edvin-robertsson","F","2022","47","0.2340","0.0000","0.2340","9","2","0","11","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","9","11","11","0.2340","81.82","13","20","39.39","- 14.97","106","89","10.79","1.3020","2003-02-17","19.58","19.87","41","SSK","5'07","L","2021","-","-","-",""
"MHL","Ivan Pavelko","DY+1","50677/ivan-pavelko","F","2022","47","0.1915","0.0213","0.2340","6","3","1","9","0","1","2","1","0","1","0","0","0.00","0","0.00","82","7.32","6","11","14","0.2979","60.00","18","16","52.94","- 2.61","75","60","14.68","0.9565","2003-02-08","19.60","19.90","49","KAZ","6'02","L","2021","-","-","-",""
"Liiga","Anssi Lofman","DY+17","18249/anssi-lofman","F","2022","30","0.2333","0.0000","0.2333","4","3","0","7","0","0","0","0","0","0","0","0","0.00","0","0.00","21","19.05","4","7","7","0.2333","57.14","9","13","40.91","- 16.09","57","43","13.42","1.0434","1987-06-29","35.21","35.51","14","JUK","5'10","L","2005","-","-","-",""
"AHL","Haralds Egle","DY+8","35543/haralds-egle","F","2022","30","0.2333","0.0000","0.2333","5","2","6","7","0","0","1","0","0","0","0","0","0.00","0","0.00","38","13.16","5","7","14","0.4667","71.43","19","9","67.86","17.86","45","45","13.08","1.0707","1996-05-11","26.34","26.64","7","MB","5'10","R","2014","-","-","-",""
"Liiga","Artturi Toivola","DY+6","39701/artturi-toivola","F","2022","60","0.1667","0.0500","0.2333","5","5","4","10","1","2","0","3","1","0","0","0","0.00","0","0.00","61","11.48","7","14","18","0.3000","46.15","26","19","57.78","6.37","91","86","15.00","0.9335","1998-05-23","24.31","24.61","95","HPK","5'11","L","2016","-","-","-",""
